group	human_source	cage_id	mouse_id	mouse_sex	mouse_DOB	mouse_age_d	mouse_age_wk	day	cdiff_strain	date	sample_type	cdiff_cfu	nextDayCFU_colon	nextDayCFU_any	weight_grams	percent_weightLoss	file
OUT2-NT-D6	DA10148	OUT2	NT	f	6/1/12	52	7.43	6	431	7/23/12	stool	100000000	63000000	63000000	21.5	105.3921569	20120717_GF_cfu.xlsx
OUT2-NT-D7	DA10148	OUT2	NT	f	6/1/12	53	7.57	7	431	7/24/12	stool	63000000	107000000	107000000	22.2	108.8235294	20120717_GF_cfu.xlsx
OUT2-NT-D8	DA10148	OUT2	NT	f	6/1/12	54	7.71	8	431	7/25/12	stool	107000000	138000000	138000000	22	107.8431373	20120717_GF_cfu.xlsx
OUT2-NT-D9	DA10148	OUT2	NT	f	6/1/12	55	7.86	9	431	7/26/12	stool	138000000	124000000	124000000	21	102.9411765	20120717_GF_cfu.xlsx
OUTA-2062-D-7	DA10027	OUTA	2062	m	3/10/12	73	10.43	-7	none	5/22/12	stool	0	0	0	NA	NA	20120529_infectionCFUS_round1.xls
OUTA-2062-D0	DA10027	OUTA	2062	m	3/10/12	80	11.43	0	431	5/29/12	stool	0	60000	60000	21.1	100	20120529_infectionCFUS_round1.xls
OUTA-2062-D1	DA10027	OUTA	2062	m	3/10/12	81	11.57	1	431	5/30/12	stool	60000	64600000	64600000	22.8	108.056872	20120529_infectionCFUS_round1.xls
OUTA-2062-D10	DA10027	OUTA	2062	m	3/10/12	90	12.86	10	431	6/8/12	stool	50000000	NA	NA	20	94.78672986	20120529_infectionCFUS_round1.xls
OUTA-2062-D2	DA10027	OUTA	2062	m	3/10/12	82	11.71	2	431	5/31/12	stool	64600000	215000000	215000000	20	94.78672986	20120529_infectionCFUS_round1.xls
OUTA-2062-D3	DA10027	OUTA	2062	m	3/10/12	83	11.86	3	431	6/1/12	stool	215000000	230000000	230000000	19.3	91.46919431	20120529_infectionCFUS_round1.xls
OUTA-2062-D4	DA10027	OUTA	2062	m	3/10/12	84	12.00	4	431	6/2/12	stool	230000000	NA	NA	19.5	92.41706161	20120529_infectionCFUS_round1.xls
OUTA-2062-D5	DA10027	OUTA	2062	m	3/10/12	85	12.14	5	431	6/3/12	stool	NA	30000000	30000000	19.5	92.41706161	20120529_infectionCFUS_round1.xls
OUTA-2062-D6	DA10027	OUTA	2062	m	3/10/12	86	12.29	6	431	6/4/12	stool	30000000	125000000	125000000	20.5	97.1563981	20120529_infectionCFUS_round1.xls
OUTA-2062-D7	DA10027	OUTA	2062	m	3/10/12	87	12.43	7	431	6/5/12	stool	125000000	46900000	46900000	21	99.52606635	20120529_infectionCFUS_round1.xls
OUTA-2062-D8	DA10027	OUTA	2062	m	3/10/12	88	12.57	8	431	6/6/12	stool	46900000	298500000	298500000	20.5	97.1563981	20120529_infectionCFUS_round1.xls
OUTA-2062-D9	DA10027	OUTA	2062	m	3/10/12	89	12.71	9	431	6/7/12	stool	298500000	50000000	50000000	20.5	97.1563981	20120529_infectionCFUS_round1.xls
OUTA-2063-D-7	DA10027	OUTA	2063	m	3/10/12	73	10.43	-7	none	5/22/12	stool	0	0	0	NA	NA	20120529_infectionCFUS_round1.xls
OUTA-2063-D0	DA10027	OUTA	2063	m	3/10/12	80	11.43	0	431	5/29/12	stool	0	1200	1200	26.2	100	20120529_infectionCFUS_round1.xls
OUTA-2063-D1	DA10027	OUTA	2063	m	3/10/12	81	11.57	1	431	5/30/12	stool	1200	45000000	45000000	26.5	101.1450382	20120529_infectionCFUS_round1.xls
OUTA-2063-D10	DA10027	OUTA	2063	m	3/10/12	90	12.86	10	431	6/8/12	stool	112000000	NA	NA	25.5	97.32824427	20120529_infectionCFUS_round1.xls
OUTA-2063-D2	DA10027	OUTA	2063	m	3/10/12	82	11.71	2	431	5/31/12	stool	45000000	155000000	155000000	26.5	101.1450382	20120529_infectionCFUS_round1.xls
OUTA-2063-D3	DA10027	OUTA	2063	m	3/10/12	83	11.86	3	431	6/1/12	stool	155000000	31200000	31200000	24	91.60305344	20120529_infectionCFUS_round1.xls
OUTA-2063-D4	DA10027	OUTA	2063	m	3/10/12	84	12.00	4	431	6/2/12	stool	31200000	31500000	31500000	25.6	97.70992366	20120529_infectionCFUS_round1.xls
OUTA-2063-D5	DA10027	OUTA	2063	m	3/10/12	85	12.14	5	431	6/3/12	stool	31500000	222000000	222000000	25	95.41984733	20120529_infectionCFUS_round1.xls
OUTA-2063-D6	DA10027	OUTA	2063	m	3/10/12	86	12.29	6	431	6/4/12	stool	222000000	37000000	37000000	23.8	90.83969466	20120529_infectionCFUS_round1.xls
OUTA-2063-D7	DA10027	OUTA	2063	m	3/10/12	87	12.43	7	431	6/5/12	stool	37000000	83800000	83800000	24.5	93.51145038	20120529_infectionCFUS_round1.xls
OUTA-2063-D8	DA10027	OUTA	2063	m	3/10/12	88	12.57	8	431	6/6/12	stool	83800000	78000000	78000000	24.8	94.65648855	20120529_infectionCFUS_round1.xls
OUTA-2063-D9	DA10027	OUTA	2063	m	3/10/12	89	12.71	9	431	6/7/12	stool	78000000	112000000	112000000	25	95.41984733	20120529_infectionCFUS_round1.xls
OUTA-NT-D-7	DA10027	OUTA	NT	m	3/10/12	73	10.43	-7	none	5/22/12	stool	0	0	0	NA	NA	20120529_infectionCFUS_round1.xls
OUTA-NT-D0	DA10027	OUTA	NT	m	3/10/12	80	11.43	0	431	5/29/12	stool	0	160500	160500	21	100	20120529_infectionCFUS_round1.xls
OUTA-NT-D1	DA10027	OUTA	NT	m	3/10/12	81	11.57	1	431	5/30/12	stool	160500	152000000	152000000	21	100	20120529_infectionCFUS_round1.xls
OUTA-NT-D10	DA10027	OUTA	NT	m	3/10/12	90	12.86	10	431	6/8/12	stool	180000000	NA	NA	18.4	87.61904762	20120529_infectionCFUS_round1.xls
OUTA-NT-D2	DA10027	OUTA	NT	m	3/10/12	82	11.71	2	431	5/31/12	stool	152000000	125000000	125000000	18.5	88.0952381	20120529_infectionCFUS_round1.xls
OUTA-NT-D3	DA10027	OUTA	NT	m	3/10/12	83	11.86	3	431	6/1/12	stool	125000000	260000000	260000000	16.5	78.57142857	20120529_infectionCFUS_round1.xls
OUTA-NT-D4	DA10027	OUTA	NT	m	3/10/12	84	12.00	4	431	6/2/12	stool	260000000	25350000	25350000	18	85.71428571	20120529_infectionCFUS_round1.xls
OUTA-NT-D5	DA10027	OUTA	NT	m	3/10/12	85	12.14	5	431	6/3/12	stool	25350000	45550000	45550000	18.5	88.0952381	20120529_infectionCFUS_round1.xls
OUTA-NT-D6	DA10027	OUTA	NT	m	3/10/12	86	12.29	6	431	6/4/12	stool	45550000	22500000	22500000	19	90.47619048	20120529_infectionCFUS_round1.xls
OUTA-NT-D7	DA10027	OUTA	NT	m	3/10/12	87	12.43	7	431	6/5/12	stool	22500000	28000000	28000000	19.9	94.76190476	20120529_infectionCFUS_round1.xls
OUTA-NT-D8	DA10027	OUTA	NT	m	3/10/12	88	12.57	8	431	6/6/12	stool	28000000	246000000	246000000	19.5	92.85714286	20120529_infectionCFUS_round1.xls
OUTA-NT-D9	DA10027	OUTA	NT	m	3/10/12	89	12.71	9	431	6/7/12	stool	246000000	180000000	180000000	19.5	92.85714286	20120529_infectionCFUS_round1.xls
P2-2517-D0	DA00810	P2	2517	m	6/1/12	67	9.57	0	431	8/7/12	stool	0	0	0	28.1	100	20120807_GF_infectionCFUS.xlsx
P2-2517-D1	DA00810	P2	2517	m	6/1/12	68	9.71	1	431	8/8/12	stool	0	15000	15000	28.3	100.7117438	20120807_GF_infectionCFUS.xlsx
P2-2517-D10	DA00810	P2	2517	m	6/1/12	77	11.00	10	431	8/17/12	stool	134000000	NA	NA	28	99.64412811	20120807_GF_infectionCFUS.xlsx
P2-2517-D2	DA00810	P2	2517	m	6/1/12	69	9.86	2	431	8/9/12	stool	15000	305000	305000	28.6	101.7793594	20120807_GF_infectionCFUS.xlsx
P2-2517-D3	DA00810	P2	2517	m	6/1/12	70	10.00	3	431	8/10/12	stool	305000	31500000	31500000	29.5	104.9822064	20120807_GF_infectionCFUS.xlsx
P2-2517-D4	DA00810	P2	2517	m	6/1/12	71	10.14	4	431	8/11/12	stool	31500000	102000000	102000000	29	103.202847	20120807_GF_infectionCFUS.xlsx
P2-2517-D5	DA00810	P2	2517	m	6/1/12	72	10.29	5	431	8/12/12	stool	102000000	60000000	60000000	28	99.64412811	20120807_GF_infectionCFUS.xlsx
P2-2517-D6	DA00810	P2	2517	m	6/1/12	73	10.43	6	431	8/13/12	stool	60000000	116000000	116000000	28.2	100.3558719	20120807_GF_infectionCFUS.xlsx
P2-2517-D7	DA00810	P2	2517	m	6/1/12	74	10.57	7	431	8/14/12	stool	116000000	145000000	145000000	27.6	98.22064057	20120807_GF_infectionCFUS.xlsx
P2-2517-D8	DA00810	P2	2517	m	6/1/12	75	10.71	8	431	8/15/12	stool	145000000	105000000	105000000	28.4	101.0676157	20120807_GF_infectionCFUS.xlsx
P2-2517-D9	DA00810	P2	2517	m	6/1/12	76	10.86	9	431	8/16/12	stool	105000000	134000000	134000000	28.1	100	20120807_GF_infectionCFUS.xlsx
P2-2561-D0	DA00810	P2	2561	m	6/1/12	67	9.57	0	431	8/7/12	stool	0	20000	20000	25.2	100	20120807_GF_infectionCFUS.xlsx
P2-2561-D1	DA00810	P2	2561	m	6/1/12	68	9.71	1	431	8/8/12	stool	20000	16000	16000	24.6	97.61904762	20120807_GF_infectionCFUS.xlsx
P2-2561-D10	DA00810	P2	2561	m	6/1/12	77	11.00	10	431	8/17/12	stool	90000000	NA	NA	26	103.1746032	20120807_GF_infectionCFUS.xlsx
P2-2561-D2	DA00810	P2	2561	m	6/1/12	69	9.86	2	431	8/9/12	stool	16000	154000	154000	25.6	101.5873016	20120807_GF_infectionCFUS.xlsx
P2-2561-D3	DA00810	P2	2561	m	6/1/12	70	10.00	3	431	8/10/12	stool	154000	13200000	13200000	27.5	109.1269841	20120807_GF_infectionCFUS.xlsx
P2-2561-D4	DA00810	P2	2561	m	6/1/12	71	10.14	4	431	8/11/12	stool	13200000	33500000	33500000	26.2	103.968254	20120807_GF_infectionCFUS.xlsx
P2-2561-D5	DA00810	P2	2561	m	6/1/12	72	10.29	5	431	8/12/12	stool	33500000	108000000	108000000	25	99.20634921	20120807_GF_infectionCFUS.xlsx
P2-2561-D6	DA00810	P2	2561	m	6/1/12	73	10.43	6	431	8/13/12	stool	108000000	193000000	193000000	25	99.20634921	20120807_GF_infectionCFUS.xlsx
P2-2561-D7	DA00810	P2	2561	m	6/1/12	74	10.57	7	431	8/14/12	stool	193000000	101000000	101000000	25.2	100	20120807_GF_infectionCFUS.xlsx
P2-2561-D8	DA00810	P2	2561	m	6/1/12	75	10.71	8	431	8/15/12	stool	101000000	99000000	99000000	26.1	103.5714286	20120807_GF_infectionCFUS.xlsx
P2-2561-D9	DA00810	P2	2561	m	6/1/12	76	10.86	9	431	8/16/12	stool	99000000	90000000	90000000	25.5	101.1904762	20120807_GF_infectionCFUS.xlsx
P2-2564-D0	DA00810	P2	2564	m	6/1/12	67	9.57	0	431	8/7/12	stool	0	6000	6000	26.8	100	20120807_GF_infectionCFUS.xlsx
P2-2564-D1	DA00810	P2	2564	m	6/1/12	68	9.71	1	431	8/8/12	stool	6000	600000	600000	26.5	98.88059701	20120807_GF_infectionCFUS.xlsx
P2-2564-D10	DA00810	P2	2564	m	6/1/12	77	11.00	10	431	8/17/12	stool	350000000	NA	NA	26	97.01492537	20120807_GF_infectionCFUS.xlsx
P2-2564-D2	DA00810	P2	2564	m	6/1/12	69	9.86	2	431	8/9/12	stool	600000	7500000	7500000	26.5	98.88059701	20120807_GF_infectionCFUS.xlsx
P2-2564-D3	DA00810	P2	2564	m	6/1/12	70	10.00	3	431	8/10/12	stool	7500000	60000000	60000000	27.7	103.358209	20120807_GF_infectionCFUS.xlsx
P2-2564-D4	DA00810	P2	2564	m	6/1/12	71	10.14	4	431	8/11/12	stool	60000000	141000000	141000000	26.5	98.88059701	20120807_GF_infectionCFUS.xlsx
P2-2564-D5	DA00810	P2	2564	m	6/1/12	72	10.29	5	431	8/12/12	stool	141000000	183000000	183000000	26.2	97.76119403	20120807_GF_infectionCFUS.xlsx
P2-2564-D6	DA00810	P2	2564	m	6/1/12	73	10.43	6	431	8/13/12	stool	183000000	106000000	106000000	26.3	98.13432836	20120807_GF_infectionCFUS.xlsx
P2-2564-D7	DA00810	P2	2564	m	6/1/12	74	10.57	7	431	8/14/12	stool	106000000	150000000	150000000	26.8	100	20120807_GF_infectionCFUS.xlsx
P2-2564-D8	DA00810	P2	2564	m	6/1/12	75	10.71	8	431	8/15/12	stool	150000000	100000000	100000000	26.1	97.3880597	20120807_GF_infectionCFUS.xlsx
P2-2564-D9	DA00810	P2	2564	m	6/1/12	76	10.86	9	431	8/16/12	stool	100000000	350000000	350000000	26	97.01492537	20120807_GF_infectionCFUS.xlsx
Y-532-D-11	AMS	Y	532	m	10/5/12	42	6.00	-11	none	11/16/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-532-D-2	AMS	Y	532	m	10/5/12	51	7.29	-2	none	11/25/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-532-D-5	AMS	Y	532	m	10/5/12	48	6.86	-5	none	11/22/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-532-D-8	AMS	Y	532	m	10/5/12	45	6.43	-8	none	11/19/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-532-D0	AMS	Y	532	m	10/5/12	53	7.57	0	431	11/27/12	stool	0	7900000	7900000	22.2	100	20121127_GFstorageMedia_CFUweights.xlsx
Y-532-D1	AMS	Y	532	m	10/5/12	54	7.71	1	431	11/28/12	stool	7900000	12300000	12300000	21.5	96.84684685	20121127_GFstorageMedia_CFUweights.xlsx
Y-532-D2	AMS	Y	532	m	10/5/12	55	7.86	2	431	11/29/12	stool	12300000	NA	NA	20.5	92.34234234	20121127_GFstorageMedia_CFUweights.xlsx
Y-541-D-11	AMS	Y	541	m	10/5/12	42	6.00	-11	none	11/16/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-541-D-2	AMS	Y	541	m	10/5/12	51	7.29	-2	none	11/25/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-541-D-5	AMS	Y	541	m	10/5/12	48	6.86	-5	none	11/22/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-541-D-8	AMS	Y	541	m	10/5/12	45	6.43	-8	none	11/19/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-541-D0	AMS	Y	541	m	10/5/12	53	7.57	0	431	11/27/12	stool	0	NA	NA	23.5	100	20121127_GFstorageMedia_CFUweights.xlsx
Y-541-D1	AMS	Y	541	m	10/5/12	54	7.71	1	431	11/28/12	stool	NA	131000000	131000000	21.8	92.76595745	20121127_GFstorageMedia_CFUweights.xlsx
Y-541-D2	AMS	Y	541	m	10/5/12	55	7.86	2	431	11/29/12	stool	131000000	NA	NA	20	85.10638298	20121127_GFstorageMedia_CFUweights.xlsx
Y-NT-D-11	AMS	Y	NT	m	10/5/12	42	6.00	-11	none	11/16/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-NT-D-2	AMS	Y	NT	m	10/5/12	51	7.29	-2	none	11/25/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-NT-D-5	AMS	Y	NT	m	10/5/12	48	6.86	-5	none	11/22/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-NT-D-8	AMS	Y	NT	m	10/5/12	45	6.43	-8	none	11/19/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
Y-NT-D0	AMS	Y	NT	m	10/5/12	53	7.57	0	431	11/27/12	stool	0	15500000	15500000	20.6	100	20121127_GFstorageMedia_CFUweights.xlsx
Y-NT-D1	AMS	Y	NT	m	10/5/12	54	7.71	1	431	11/28/12	stool	15500000	59000000	59000000	19.8	96.11650485	20121127_GFstorageMedia_CFUweights.xlsx
Y-NT-D2	AMS	Y	NT	m	10/5/12	55	7.86	2	431	11/29/12	stool	59000000	NA	NA	19	92.23300971	20121127_GFstorageMedia_CFUweights.xlsx
